中文,英文
雷达天线罩,radar dome
累计雨量器,accumulative raingauge
冷[洋]流,cold current
冷带,cold belt
冷岛,cold island
冷低压,cold low
冷高压,cold high
离岸风,offshore wind
离岸流,rip current
离解复合[过程],dissociative recombination
李亚普诺夫指数,Liapunov index
里查森数,Richardson number
连续函数,continuous function
临界纬度,critical latitude
临界温度,critical termperature
流线分析,streamline analysis
流线图,streamline chart
漏斗云,funnel cloud
漏隙层积云,"stratocumulus perlucidus, Sc pe"
漏隙高积云,"altocumulus perlucidus, Ac pe"
陆地卫星,"Land satellite, LANDSAT"
罗斯贝变形半径,Rossby radius of deformation
罗斯贝波,Rossby wave
罗斯贝参数,Rossby parameter
罗斯贝公式,Rossbys formula
罗斯贝数,Rossby number
罗斯贝图解,Rossby diagram
螺旋云带,spiral [cloud] band
毛发湿度表,hair hygrometer
毛发湿度计,hair hygrograph
毛管持水量,capillary moisture capacity
美国气象学会,"American Meteorological Society, AMS"
蒙德极小期（公年）,Maunder Minimum
米/秒，米每秒,"meters per second, mps"
米勒气候分类法,Millers climatic classification
密度跃层,pycnocline
敏感性试验,sensitivity test
明语气象报告,plain language report
聚合,aggregation
绝热凝结温度,adiabatic condensation temperature
黏性应力,viscous stress
暖锋,warm front
暖锋波,warm-front wave
欧拉坐标,Eulerian coordinates
欧洲季风,European monsoon
欧洲太空署,"European Space Agency, ESA"
碰撞增宽,collision broadening
气溶胶探空仪,aerosolsonde
球状闪电,ball lightning
散射辐射,scattered radiation
散射系数,scattering coefficient
桑思韦特气候分类,Thornthwaites climatic classification
水团,water mass
水平风切变,horizontal wind shear
水温表,water thermometer
太空,space
太阳时,solar time
湍流交换,turbulent exchange
湍流结构,turbulent structure
湍流扩散,turbulent diffusion
限度,limit
相函数,phase function
斜压模式,baroclinic model
斜压模［态］,baroclinic mode
行波管,traveling wave tube
行星边界层,"planetary boundary layer, PBL"
行星尺度涡旋,gyres
血雨,blood rain
冰暴,ice stom
冰川作用,glaciation
波能密度,wave energy density
波能通量,wave energy flux
操作,operation
超折射,superrefraction
秤,balance
分流,diffluence
分配,distribution
高原,plateau
高原冰川,plateau glacier
固定船舶站,fixed ship station
光程,optical path
光化吸收,actinic absorption
光解作用,photolysis
寒潮,cold wave
行列式,determinant
行星,planet
行星波,planetary wave
行星尺度,planetary scale
厚度平流,thickness advection
近赤道脊,near-equatorial ridge
最大冻土深度,maximum depth of frozen ground
最大风高度,maximum wind level
密度流,density current
能量方程,energy equation
能量平衡,energy balance
水文年,water year
酸度,acidity
探空火箭,sounding rocket
天球,celestial sphere
微分方程,differential equation
位能,potential energy
因素,factor
域,domain
原始方程模式,primitive equation model
振幅,amplitude
蒸散,evapotranspiration
正交性,orthogonality
中尺度模式,mesoscale model
自由度,degree of freedom
百帕,"hectopascal, hPa"
赤道陷波,equatorially-trapped waves
赤道雨林,equatorial rain forest
大旱年,severe drought year
大核,large nuclei
大洪水,deluge
海水污染,seawater pollution
截面,cross-section
均方根,"root mean square, RMS"
科勒方程,K鰄ler equation
老冰,old ice
冷冠,cold cap
量化,quantization
裂冰［作用］,calving
林火,forest fire
硫氧化物,sulfur oxides
耦合模式,coupling model
帕［斯卡］,"Pascal, Pa"
晴空回波,clear air echo
晴空降雪,cloud free snowfall
晴空雨,serein
球面波,spherical wave
全天候,weatherproof
人造核,artificial nucleus
日振幅,diurnal amplitude
融解,melting
散射截面,scattering cross section
水滴,waterdrop
水土保持,water and soil conservation
水文年,water year
死水,unfree water
向心加速度,centripetal acceleration
向心力,centripetal force
原始林,virgin forest
冰丸,ice pellet
大气成分,atmospheric composition
统计动力预报,statistical dynamic prediction
线性反演,linear inversion
线性相关,linear correlation
行列式,determinant
行星,planet
行星波,planetary wave
行星尺度,planetary scale
雪,snow
一次散射,primary scattering
原始方程,"primitive equation, PE"
中生代,Mesozoic Era
主虹,primary rainbow
寒潮,cold wave
机载[的],airborne
畸变校正,distortion correction
加勒比海流,Caribbean current
加权余量法,weighted residual method
χ２检验,chi square test
空中浮游[的],airborne
清除,scavenging
水圈,hydrosphere
整体空气动力学公式,bulk aerodynamic formula
埃克曼流,Ekman flow
埃克曼螺线,Ekman spiral
鞍形气压场,col pressure field
旋涡,vortex
高［气］压,high pressure
高山气候,alpine climate
高山气压表,mountain barometer
高斯烟流模式,Gaussian plume models
高通滤波［器］,high-pass filter
雹暴记录器,hailstorm recorder
北极气团,arctic air mass
北极区,arctic zone
蔽光高积云,"altocumulus opacus, Ac op"
边界层顶,top of boundary layer
边界层动力学,boundary layer dynamics
标准重力,standard gravity
飑线回波,squall line echoes
冰川气候,glacioclimate
冰川气候学,glacioclimatology
冰点,"freezing point, ice point"
冰点线,freezing point line
冰云,ice cloud
冰针,ice needle
病理生物气象学,pathological biometerology
波包,wave packet
波动周期,wave period
补偿式定标气压表,compensated scale barometer
天气谚语,weather proverb
天气预报,weather forecast
天山准静止锋,Tianshan quasi stationary front
天文气候指标,astro-climatic index
天文气象学,astrometeorology
条件性对称不稳定,conditional symmetric instability
调整,adjustment
纬向平均,zonal mean
大气放射性,atmospheric radioactivity
大气光解［作用］,atmospheric photolysis
大气光谱,atmospheric optical spectrum
大气光学,atmospheric optics
大气光学现象,atmospheric optic phenomena
大气光学质量,atmospheric optical mass
大气痕量气体,atmospheric trace gas
大气候,macroclimate
大气环流模式,"general circulation model, GCM"
大气密度,atmospheric density
大气模式,atmospheric model
大气能量学,atmospheric energrtics
大气污染,atmospheric pollution
大气污染物,atmospheric pollutant
［大气］污染源,［atmospheric］ pollution source
大气效应,atmospheric effect
大气压,atmosphere
大气盐度,atmospheric salinity
大气噪声,atmospheric noise
大气质量,atmospheric mass
带模式,band model
带通滤波［器］,band pass filter
弹道风,ballistic wind
弹道空气密度,ballistic air density
弹道气象学,ballistic meteorology
弹道温度,ballistic temperature
等高气球探空,transosonde
等高线,"isohypse, contour"
等高线图,contour chart
等厚度线,"isopleth of thickness, constant thickness line"
等熵凝结高度,isentropic condensation level
等雨量线,"isopluvial, isohyet"
等月变线,isodiaphore
等值线,isoline
底层水,bottom water
地表辐射平衡,surface radiation balance
地表能量平衡,surface energy balance
焚风,foehn
地表水文学,surface water hydrology
地方标准时,"local standard time, LST"
地方性风,local wind
地方性天气,local weather
地理信息系统,"geographic information system, GIS"
地面气温,surface air temperature
地面气压,surface pressure
地面［天气］图,"surface weather chart, surface chart"
地球辐射平衡实验,"Earth Radiation Balance Experiment, ERBE"
地球辐射收支试验,"earth radiation budget experiment, ERBE"
地球辐射收支卫星,earth radiation budget satellite
地球观测系统,"earth observing system, EOS"
［地球］轨道特征,orbital characteristics
地球红外辐射,terrestrial infrared radiation
地球静止气象卫星,"Geostationary Meteorological Satellite, GMS"
地［球自］转偏向力,deflection force of earth rotation
第三纪,Tertiary
第四纪,Quaternary Period
第四纪冰期,Quaternary Ice Age
第四纪气候,Quaternary climate
第四纪气候记录,Quaternary climate record
第一型冷锋,type I cold front
典型相关分析,canonical correlation analysis
电离层,ionosphere
电离层暴,ionospheric storm
电离层顶,ionopause
电离作用,ionization
电码表,code table
电码段,code section
电码符号,code symbol
电晕放电,corona discharge
迭加,superposition
迭加场,superimposed field
订正,reduction
订正因子,reduction factor
订正预报,forecast amendment
定态解,steady state solution
定向测雨器,vector gauge
定向雨量器 向量雨量器,vectopluviometer
东南季风,southeast monsoon
对流参数化,convective parameterization
对流性降水,convective precipitation
多元过程,polytropic process
二叉树,binary tree
二次回波,second trip echo
二次型,quadratic form
二迭纪,Permian
反演法,inverse method
反演算法,inverse algorithm
反应速率常数,rate constant
防风带,shelter belt
飞机积冰,aircraft icing
飞机气象探测,airplane meteorological sounding
非地转风,ageostrophic wind
非地转运动,ageostrophic motion
费用函数,cost function
分贝,"decibel, db"
分辨率,resolution
分辨能力,resolution power
分布,distribution
分水岭,watershed
分子黏滞系数,molecular viscosity coefficient
芬德森-贝吉龙成核过程,Findeisen-Bergeron nucleation process
焚风波,foehn wave
焚风气候学,foehn climatology
风化作用,weathering
风级,"wind scale, wind force scale"
风浪区,fetch
风力,wind force
风力工程,wind engineering
风能潜力,wind energy potential
风能资源,wind energy resources
风谱,wind spectrum
风矢,wind arrow
风矢杆,wind shaft
风矢站图,hodograph
风速表,anemometer
风速对数廓线,logarithmic velocity profile
风向标,wind vane
风向风速表,anemorumbometer
锋面天气,frontal weather
锋面雾,frontal fog
机载侧视雷达,"side looking airborne radar, SLAR"
机载测量［仪器］,aircraft measurement
机载辐射温度仪,"airborne radiation thermometer, ART"
机载光谱仪,airborne spectrometer
机载激光雷达,airborne laser radar
机载雷达,airborne radar
积云性高积云,"altocumulus cumulogenitus, Ac cug"
积状云,cumuliform cloud
基本气流,basic flow
基本天气观测,principal synoptic observation
基本天气观测时间,"synoptic time, main standard time"
基尔霍夫定律,Kirchoffs’ law
基准气候站,reference climatological station
1级风，软风,light air
2级风，轻风,light breeze
3级风，微风,gentle breeze
6级风，强风,strong breeze
7级风，疾风,near gale
9级风，烈风,strong gale
极大值,maximum value
极锋[学]说,polar front theory
极光冕,auroral corona
极光射线,auroral rays
季风建立,monsoon onset
加利福尼亚［冷］海流,California current
加权平均,weighted mean
加权  权重,weighting
夹卷率,entrainment rate
假冷锋,pseudo cold front
假谱方法,pseudo spectral method
降水衰减,precipitation attenuation
交叉谱，互谱,cross spectrum
交错格式 跳点格式,staggered scheme
节气,solar terms
结构函数,structure function
截断误差,truncation error
截止频率,cut-off frequency
解冻季节,thawing season
冷高压,cold high
经验预报,subjective forecast
静力平衡,static equilibrium
静力适应[过程],hydrostatic adjustment process
静力稳定度,static stability
静压［力］,static pressure
静止锋,stationary front
静止气旋,stationary cyclone
局地环流,local circulation
