中文,英文
生态工程学,ecological engineering sciences
植物生理生态学,plant physiological ecology
数学生态学,mathematical ecology
动物生理生态学,animal physiological ecology
界面生态学,interface ecology
比较生态免疫学,comparative ecological immunology
农业生态地理学,agricultural ecological geography
生态动力学,eco-dynamics
生态预报,ecological forecasting
城市水文学,urban hydrology
生态气候学,ecoclimatology
污染生态学,pollution ecology
生态学,ecology
微生物生态学,microbial ecology
湖泊生态学,lake ecology
流域生态学,watershed ecology
荒漠生态学,desert ecology
淡水生态学,freshwater ecology
河口生态学,estuarine ecology
底栖生物学,benthology
动物化学生态学,zoochemical ecology
鱼类生态学,ecology of fishes
生态毒理学,ecological toxicology
城市自然生态学,urban natural ecology
民族生态学,ethnoecology
产业生态学,industrial ecology
生态动物地理学,ecological zoogeography
环境生态工程,ecological engineering of environment
人类生态学,human ecology
生态系统生态学,ecosystem ecology
城市生态学,urban ecology
生产力生态学,productivity ecology
恢复生态学,restoration ecology
生态系统生理学,ecosystem physiology
浮游生物学,planktology
微生态学,microecology
进化生态学,evolutionary ecology
群落生态学,community ecology
动物生态学,animal ecology
种群生态学,population ecology
陆地生态学,terrestrial ecology
潮间带生态学,intertidal ecology
深海生态学,deep-sea ecology
空间生态学,spatial ecology
生态植物地理学,ecological plant geography
水域生态学,aquatic ecology
上升流生态学,upwelling ecology
林火生态学,forest fire ecology
草地生态学,grassland ecology
物理生态学,physical ecology
化学生态学,chemical ecology
宇宙生态学,cosmic ecology
理论生态学,theoretical ecology
系统生态学,systems ecology
旅游生态学,recreation ecology
生态经济学,eco-economics
生态哲学,ecophilosophy
河流生态学,river ecology
生理生态学,physiological ecology
应用生态学,applied ecology
森林界面生态学,forest-boundary ecology
乡村生态学,village ecology
城市生态经济学,urban eco-economics
住宅生态学,house ecology
奇异吸引子,strange attractor
χ2检验,chi-square test
数值反应,numerical response
混沌,chaos
均匀分布,uniform distribution
泊松分布,Poisson distribution
核心分布,contagious distribution
拥挤效应,crowding effect
突变论,catastrophe theory
聚类分析,cluster analysis
莱斯利矩阵,Leslie matrix
岛屿模型,island model
更新概率模型,renewal probability model
非线性系统,non-linear system
变异性,variability
静态模型,static model
常系数系统,constant coefficient system
霍林圆盘方程,Holling disc equation
秩和检验,rank-sum test
列联表,contingency table
相关系数,correlation coefficient
随机化区组,randomized block
空间明晰的种群模型,spatially explicit population model
黑箱模型,black box model
无限[等位]基因突变模型,infinite alleles mutation model
集中参数系统,lumped parameter system
平均拥挤度,mean crowding
线性系统,linear system
分室系统方法,compartmental system approach
验证,validation
自相似,self-similarity
距离隔离模型,isolation-by-distance model
概率单位变换,probit transformation
S型生长曲线,sigmoid growth curve
博弈论,game theory
确定性系统,deterministic system
分数维,fractal dimension
分对数变换,logit transformation
状态变量,state variable
自治模型,autonomous model
功能反应,functional response
约束方程,constraint equation
生态缓冲能力,ecological buffer capacity
χ2分布,chi-square distribution
实验组成成分法,experimental component approach
检验,verification
变异系数,coefficient of variation
随机系统,stochastic system
周限增长率,finite rate of increase
指数增长,exponential growth
种群指数,population index
稳定性,stability
李雅普诺夫指数,Lyapunov exponent
生态位转移,niche shift
相空间,phase space
1/f噪声,1/f noise
谐波分析,harmonic analysis
随机分布,random distribution
动态模型,dynamic model
变系数系统,variable coefficient system
随机抽样,random sampling
分层随机抽样,stratified random sampling
聚集分布,aggregated distribution
奈曼分布,Neyman's distribution
泰勒幂法则,Taylor's power law
正态分布,normal distribution
白箱模型,white box model
世代重叠,overlapping of generation
逻辑斯谛增长,logistic growth
霍普夫分岔,Hopf's bifurcation
辛普森多样性指数,Simpson's diversity index
t检验,t-test
方差分析,analysis of variance
多元分析,multivariate analysis
自由体模型,free-body model
典范相关,canonical correlation
还原性模型,reductionistic model
大陆－岛屿模型,continent-island model
分布参数系统,distributed parameter system
校准,calibration
反馈,feedback
熵,entropy
整体性模型,holistic model
世代离散,discrete of generation
几何增长率,geometric rate of increase
吸引子,attractor
无序,disorder
香农-维纳多样性指数,ShannonWiener's diversity index
猎物-捕食者模型,Lotka-Volterra model
灵敏度,sensitivity
双重抽样,double sampling
非自治模型,non-autonomous model
系统抽样,systematic sampling
分形,fractal
序贯抽样,sequential sampling
确定性模型,deterministic model
脚踏石模型,stepping-stone model
逐步突变模型,stepwise mutation model
模拟,simulation
连通性,circuity
对比度,contrast
生态单元,biotope
树篱,hedgerow
空间分辨率,spatial resolution
归一化植被指数,normalized differential vegetation index
孔隙度分析,lacunarity analysis
基塘系统景观,dike-pond system landscape
连接度,connectivity
栅格像元,grid cell
空间自相关分析,spatial auto-correlation analysis
空间自相关,spatial auto-correlation
景观过程模型,process-based landscape model
林窗模型,gap model
谱分析,spectral analysis
梯度分析,gradient analysis
绿洲景观,oasis landscape
景观管理,landscape management
景观生态建设,landscape ecological construction
生态立地,ecotope
源斑块,source patch
景观,landscape
干扰斑块,disturbance patch
景观单元,landscape cell
景观稳定性,landscape stability
汇斑块,sink patch
景观结构,landscape structure
景观镶嵌体,landscape mosaic
廊道,corridor
景观形状指数,landscape shape index
小尺度,fine scale
尺度下推,scaling down
粗粒景观,coarse-grained landscape
景观指数,landscape index
景观丰富度,landscape richness
尺度效应,scale effect
景观模型,landscape model
景观中性模型,landscape neutral model
环境资源斑块,environment resource patch
景观要素,landscape element
斑块,patch
残余斑块,remnant patch
广义景观,landscape in broad sense
平均斑块面积,mean patch area
非平衡范式,non-equilibrium paradigm
景观设计,landscape design
景观保护,landscape protection
景观评价,landscape evaluation
景观分维数,landscape fractal dimension
生态景观,ecoscape
景观图谱,landscape graphic structure model
连接度指数,connectivity index
小波分析,wavelet analysis
空间局部插值法,Kriging spatial interposition
随机景观模型,stochastic landscape model
城市景观,urban landscape
文化景观,cultural landscape
景观分类,landscape classification
邻接分析,adjacency analysis
土地覆盖,land cover
脚踏石,stepping stone
空间直观景观模型,spatially explicit landscape model
空间梯度,spatial gradient
半自然景观,seminatural landscape
景观破碎化,landscape fragmentation
景观过程,landscape process
八邻规则,eight-neighbor rule
平均斑块周长,mean patch perimeter
经营景观,managed landscape
景观制图,landscape mapping
渗透阈值,percolation threshold
功能斑块,functional patch
空间格局,spatial pattern
斑块形状指数,patch shape index
斑块-廊道-基质模式,patch-corridor-matrix model
景观多样性,landscape diversity
基质,matrix
细粒景观,fine-grained landscape
蔓延度,contagion
人类主导景观,human directed landscape
湿地景观,wetland landscape
立地,site
斑块数,patch number
大尺度,broad scale
等级理论,hierarchy theory
小流域综合治理,catchment management
距离指数,distance index
生态流,ecological flow
空间景观模型,spatial landscape model
镶嵌度指数,mosaic index
人工景观,man-made landscape
簇,cluster
渗透理论,percolation theory
景观组分,landscape component
引入斑块,introduced patch
尺度,scale
尺度上推,scaling up
幅度,extent
格局指数,pattern index
土地系统,land system
生物控制论,biocybernetics
景观规划,landscape planning
自然景观,natural landscape
狭义景观,landscape in narrow sense
斑块属性分析,patch attribute analysis
景观格局,landscape pattern
斑块动态理论,patch dynamic theory
粒度,grain
景观变化,landscape change
尺度推绎,scaling
景观异质性,landscape heterogeneity
破碎化指数,fragmentation index
景观功能,landscape function
网格自动机模型,cellular automata model
淡水,freshwater
河流湿地,riverine wetland
海洋湿地,marine wetland
沿岸带,littoral zone
超盐水,hyperhaline water
氧化还原电位,redox potential
性腺成熟度,maturity of fish gonads
软水,soft water
盐度,salinity
漂流杂草,drifting weed
食底栖生物动物,benthivore
外流湖泊,exorheic lake
静水水域,standing water
全循环湖,holomictic lake
局部循环湖,meromictic lake
潟湖,lagoon
湖下层,hypolimnion
永久河流,permanent stream
间歇河流,intermittent stream
河口[湾],estuary
岸礁,fringing reef
红树林沼泽,mangrove swamp
珊瑚礁,coral reef
中层带,mesopelagic zone
无光带,aphotic zone
潮间带,intertidal zone
洋中脊,mid-oceanic ridge
临界深度,critical depth
温跃层,thermocline
湖相沉积,lacustrine deposit
寡盐水,oligohaline water
半咸水,brackish water
等盐线,isohaline
等温线,isotherm
台湾暖流,Taiwan Warm Current
离岸流,offshore current
半咸水种,brackish water species
硅藻软泥,diatomaceous ooze
冷水种,cold water species
鱼类饵料基础,fish feeding base
水生食物网,aquatic food web
休眠孢子,resting spore
临界期,critical phase
浮游生活期,pelagic phase
稚期,juvenile stage
溞状幼体,zoea larva
小型浮游生物,microplankton
表层浮游生物,epiplankton
大型浮游生物,macroplankton
微微型浮游生物,picoplankton
微型浮游生物,nanoplankton
嗜热细菌,thermophilic bacteria
索饵洄游,feeding migration
